날짜,요일,월,분기,카테고리,제품명,판매수량,단가,할인율,판매가격,매출액,원가,이익,마케팅_캠페인,주차,이익률,판매단가,원가율
2023-01-01,일,1,1,과일,사과,43,2095,0,2095.0,90085.0,52213.04486466701,37871.95513533299,없음,52,42.040245474088906,2095.0,57.9597545259111
2023-01-01,일,1,1,과일,바나나,41,2482,0,2482.0,101762.0,67147.94508390469,34614.05491609531,없음,52,34.01471562675194,2482.0,65.98528437324806
2023-01-01,일,1,1,과일,오렌지,49,4380,0,4380.0,214620.0,148296.61574130214,66323.38425869786,없음,52,30.902704435140183,4380.0,69.09729556485982
2023-01-01,일,1,1,과일,딸기,35,3324,0,3324.0,116340.0,68087.33964902656,48252.66035097344,없음,52,41.475554711168506,3324.0,58.524445288831494
2023-01-01,일,1,1,과일,포도,26,1474,0,1474.0,38324.0,22364.195101202135,15959.804898797862,없음,52,41.644413158328625,1474.0,58.35558684167137
2023-01-01,일,1,1,과일,수박,51,4005,0,4005.0,204255.0,129814.834798299,74440.165201701,시즌 특별전,52,36.44472115820959,4005.0,63.55527884179041
2023-01-01,일,1,1,과일,멜론,16,3888,0,3888.0,62208.0,26097.21884892848,36110.78115107152,포인트 적립,52,58.04845221044162,3888.0,41.95154778955838
2023-01-01,일,1,1,채소,양파,29,2541,0,2541.0,73689.0,36209.60521098496,37479.394789015045,1+1 이벤트,52,50.86158692479887,2541.0,49.13841307520113
2023-01-01,일,1,1,채소,감자,13,1978,0,1978.0,25714.0,14991.236217466692,10722.763782533308,없음,52,41.700100266521375,1978.0,58.299899733478625
2023-01-01,일,1,1,채소,당근,25,2455,0,2455.0,61375.0,27905.4219663977,33469.5780336023,없음,52,54.53291736635813,2455.0,45.46708263364187
2023-01-01,일,1,1,채소,토마토,17,1629,0,1629.0,27693.0,15793.597553495709,11899.402446504291,없음,52,42.96899016540025,1629.0,57.03100983459976
2023-01-01,일,1,1,채소,상추,68,955,0,955.0,64940.0,37089.389509366,27850.610490634004,없음,52,42.88668076783801,955.0,57.113319232162
2023-01-01,일,1,1,육류,소고기,25,7568,0,7568.0,189200.0,119512.61310527827,69687.38689472173,없음,52,36.83265692110027,7568.0,63.16734307889972
2023-01-01,일,1,1,육류,돼지고기,24,11736,0,11736.0,281664.0,172773.42593369872,108890.57406630128,없음,52,38.6597414175405,11736.0,61.3402585824595
2023-01-01,일,1,1,육류,오리고기,44,7731,0,7731.0,340164.0,201127.8299058224,139036.1700941776,없음,52,40.87327585934361,7731.0,59.12672414065639
2023-01-01,일,1,1,해산물,참치,15,12062,0,12062.0,180930.0,74566.69480655652,106363.30519344348,없음,52,58.78699231384705,12062.0,41.21300768615295
2023-01-01,일,1,1,해산물,새우,32,4484,0,4484.0,143488.0,66078.4854714104,77409.5145285896,없음,52,53.948423929938116,4484.0,46.05157607006189
2023-01-01,일,1,1,유제품,우유,17,2863,0,2863.0,48671.0,32500.921704651708,16170.078295348292,없음,52,33.22323004530068,2863.0,66.77676995469932
2023-01-01,일,1,1,유제품,치즈,22,7092,0,7092.0,156024.0,77294.45225370303,78729.54774629697,없음,52,50.45989575084408,7092.0,49.54010424915592
2023-01-01,일,1,1,유제품,요거트,57,4175,0,4175.0,237975.0,120360.77207583716,117614.22792416284,없음,52,49.422934309974934,4175.0,50.577065690025066
2023-01-01,일,1,1,유제품,버터,15,6244,0,6244.0,93660.0,51086.75253524471,42573.24746475529,없음,52,45.4551008592305,6244.0,54.5448991407695
2023-01-01,일,1,1,유제품,크림,51,3498,0,3498.0,178398.0,80366.03560246994,98031.96439753006,없음,52,54.95126873481209,3498.0,45.04873126518792
2023-01-01,일,1,1,베이커리,식빵,57,2853,0,2853.0,162621.0,112458.0522222496,50162.94777775041,없음,52,30.846537518371186,2853.0,69.15346248162881
2023-01-01,일,1,1,베이커리,크로와상,27,2636,0,2636.0,71172.0,34550.60029974994,36621.39970025006,없음,52,51.454785168675976,2636.0,48.54521483132403
2023-01-01,일,1,1,베이커리,베이글,40,1854,0,1854.0,74160.0,35863.32653633613,38296.67346366387,없음,52,51.64060607290166,1854.0,48.35939392709834
2023-01-01,일,1,1,베이커리,머핀,58,2707,0,2707.0,157006.0,83893.79306108884,73112.20693891116,없음,52,46.56650506280726,2707.0,53.43349493719275
2023-01-01,일,1,1,베이커리,케이크,20,1202,0,1202.0,24040.0,12281.94793711485,11758.05206288515,없음,52,48.91036631815786,1202.0,51.08963368184214
2023-01-02,월,1,1,과일,사과,19,3931,0,3931.0,74689.0,51910.86729108848,22778.13270891152,없음,1,30.497305773154704,3931.0,69.50269422684528
2023-01-02,월,1,1,과일,바나나,20,1608,0,1608.0,32160.0,14318.122864178464,17841.877135821538,없음,1,55.47847368103712,1608.0,44.521526318962884
2023-01-02,월,1,1,과일,오렌지,13,3811,0,3811.0,49543.0,29887.771353625656,19655.228646374344,없음,1,39.673069144731535,3811.0,60.326930855268465
2023-01-02,월,1,1,과일,딸기,25,4219,0,4219.0,105475.0,62604.88002053102,42870.11997946898,없음,1,40.6448162877165,4219.0,59.3551837122835
